"iyear","imonth","iday","country","country_txt","region","region_txt","provstate","crit1","crit2","crit3","multiple","success","suicide","attacktype1","attacktype1_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","gname","motive","individual","nperps","claimed","weaptype1","weaptype1_txt","nkill","nwound","INT_LOG","INT_IDEO"
2016,9,10,14,"Australia",12,"Australasia & Oceania","New South Wales",1,1,1,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",68,"Named Civilian","Jihadi-inspired extremists","The specific motive is unknown; however, authorities suspected that the attack was inspired by the Islamic State of Iraq and the Levant (ISIL).",1,1,1,9,"Melee",0,1,-9,-9
2016,9,11,104,"Kenya",11,"Sub-Saharan Africa","Mombasa",1,1,1,0,1,1,3,"Bombing/Explosion",3,"Police",22,"Police Building (headquarters, station, school)","Al-Shabaab","Individuals, identified as Ramla Abdulrahman Hussein; Maimuna Abdulrahman Hussein; Tasnim Yakub Abdullahi Farah, claimed responsibility for the incident and allegedly pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",1,3,1,6,"Explosives",3,2,1,1
2016,9,12,217,"United States",1,"North America","Florida",1,1,1,0,1,0,7,"Facility/Infrastructure Attack",15,"Religious Figures/Institutions",86,"Place of Worship","Anti-Muslim extremists","The specific motive is unknown; however, sources noted that Omar Mateen, the assailant who carried out the Orlando attack in June 2016, had attended the targeted mosque. Sources also noted that Joseph Michael Schreiber was Islamophobic.",1,1,1,8,"Incendiary",0,0,-9,-9
2016,9,14,217,"United States",1,"North America","Arizona",1,1,1,0,1,0,8,"Unarmed Assault",3,"Police",25,"Police Security Forces/Officers","Anti-White extremists","The specific motive is unknown; however, sources noted that Marc LaQuon Payne talked about how there'll be war with white people, in the past and that His views were extreme black nationalist views.",1,1,1,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",0,3,-9,-9
2016,9,14,38,"Canada",1,"North America","Ontario",1,1,1,0,1,0,7,"Facility/Infrastructure Attack",15,"Religious Figures/Institutions",86,"Place of Worship","Anti-Muslim extremists","Keith Frederick, an anti-Muslim extremist, claimed responsibility for the incident and stated that he was carrying out his own jihad.",1,1,1,8,"Incendiary",0,0,-9,-9
2016,9,16,217,"United States",1,"North America","Pennsylvania",0,1,1,0,1,0,2,"Armed Assault",3,"Police",25,"Police Security Forces/Officers","Anti-Police extremists","An unaffiliated individual, identified as Nicholas Glenn, claimed responsibility for the incident and stated in a note left at the scene that he disliked authorities.",1,1,1,5,"Firearms",2,5,-9,-9
2016,9,17,217,"United States",1,"North America","New Jersey",1,1,1,1,1,0,3,"Bombing/Explosion",14,"Private Citizens & Property",78,"Procession/Gathering (funeral, wedding, birthday, religious)","Jihadi-inspired extremists","The specific motive is unknown; however, sources suspected that Ahmad Khan Rahami may have been inspired by Abu Muhammad al Adnani, a spokesperson for the Islamic State of Iraq and the Levant (ISIL). Sources also noted that Rahami admired Osama bin Laden and Anwar al-Awlaki within his journal.",1,1,1,6,"Explosives",0,0,-9,-9
2016,9,17,217,"United States",1,"North America","New York",1,1,1,1,1,0,3,"Bombing/Explosion",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Jihadi-inspired extremists","The specific motive is unknown; however, sources suspected that Ahmad Khan Rahami may have been inspired by Abu Muhammad al Adnani, a spokesperson for the Islamic State of Iraq and the Levant (ISIL). Sources also noted that Rahami admired Osama bin Laden and Anwar al-Awlaki within his journal.",1,1,1,6,"Explosives",0,29,-9,-9
2016,9,17,217,"United States",1,"North America","New York",1,1,1,1,0,0,3,"Bombing/Explosion",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Jihadi-inspired extremists","The specific motive is unknown; however, sources suspected that Ahmad Khan Rahami may have been inspired by Abu Muhammad al Adnani, a spokesperson for the Islamic State of Iraq and the Levant (ISIL). Sources also noted that Rahami admired Osama bin Laden and Anwar al-Awlaki within his journal.",1,1,1,6,"Explosives",0,0,-9,-9
2016,9,17,217,"United States",1,"North America","Minnesota",1,1,1,0,1,0,2,"Armed Assault",1,"Business",7,"Retail/Grocery/Bakery","Jihadi-inspired extremists","The specific motive is unknown; however, James Comey, the director of the Federal Bureau of Investigation (FBI) stated that Dahir Ahmed Adan seemed to have been inspired by radical Islamic groups.",1,1,0,9,"Melee",1,10,-9,-9
2016,9,18,217,"United States",1,"North America","New Jersey",1,1,1,1,1,0,3,"Bombing/Explosion",19,"Transportation",100,"Train/Train Tracks/Trolley","Jihadi-inspired extremists","The specific motive is unknown; however, sources suspected that Ahmad Khan Rahami may have been inspired by Abu Muhammad al Adnani, a spokesperson for the Islamic State of Iraq and the Levant (ISIL). Sources also noted that Rahami admired Osama bin Laden and Anwar al-Awlaki within his journal.",1,1,1,6,"Explosives",0,0,-9,-9
2016,9,18,603,"United Kingdom",8,"Western Europe","Scotland",1,1,1,0,1,0,7,"Facility/Infrastructure Attack",15,"Religious Figures/Institutions",86,"Place of Worship","Anti-Muslim extremists",,1,1,1,8,"Incendiary",0,0,-9,-9
2016,9,21,209,"Turkey",10,"Middle East & North Africa","Ankara",1,1,1,0,0,0,2,"Armed Assault",7,"Government (Diplomatic)",46,"Embassy/Consulate","Unknown","An unaffiliated individual, identified as Osman Nuri Caliskan, claimed responsibility for the incident and stated that he targeted the Israeli embassy to stop the bloodshed in the Middle East.",1,1,1,9,"Melee",0,1,-9,-9
2016,9,24,90,"Hungary",9,"Eastern Europe","Budapest",1,1,1,0,1,0,3,"Bombing/Explosion",3,"Police",23,"Police Patrol (including vehicles and convoys)","Unknown",,1,1,1,6,"Explosives",0,2,-9,-9
2016,9,25,102,"Jordan",10,"Middle East & North Africa","Amman",1,1,1,0,1,0,1,"Assassination",10,"Journalists & Media",,,"Muslim extremists","The specific motive is unknown; however, sources noted that Nahed Hattar criticized the Islamic State of Iraq and the Levant (ISIL) on social media and had recently been charged with insulting the faith and 'provoking sectarian rifts' over sharing a cartoon that was disrespectful to Islam on social media.",1,1,0,5,"Firearms",1,0,-9,-9
2016,10,1,167,"Russia",9,"Eastern Europe","Moscow",1,1,1,0,1,0,2,"Armed Assault",15,"Religious Figures/Institutions",86,"Place of Worship","Anti-Semitic extremists",,1,1,0,5,"Firearms",0,1,-9,-9
2016,10,4,217,"United States",1,"North America","Indiana",1,1,1,0,1,0,2,"Armed Assault",3,"Police",22,"Police Building (headquarters, station, school)","Anti-White extremists","In a note left at the scene, Damoine A. Wilcoxson claimed responsibility for the incident and announced a war on white people.",1,1,1,5,"Firearms",0,0,-9,-9
2016,10,8,106,"Kuwait",10,"Middle East & North Africa","Unknown",1,1,0,0,0,1,3,"Bombing/Explosion",4,"Military",35,"Military Transportation/Vehicle (excluding convoys)","Jihadi-inspired extremists","An unaffiliated individual, identified as Ibrahim Sulaiman, claimed responsibility for the incident and pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",1,1,1,6,"Explosives",0,1,-9,-9
2016,10,11,217,"United States",1,"North America","Colorado",1,1,1,0,0,0,3,"Bombing/Explosion",3,"Police",22,"Police Building (headquarters, station, school)","Anti-Police extremists","David Ansberry, an unaffiliated individual, claimed responsibility for the incident and stated that the attack was intended to draw attention to police shootings, citing the deaths of students at Kent State University in 1970 and Michael Brown in 2014.",1,1,1,6,"Explosives",0,0,-9,-9
2016,10,13,217,"United States",1,"North America","Indiana",1,1,1,0,1,0,2,"Armed Assault",3,"Police",22,"Police Building (headquarters, station, school)","Anti-White extremists","In a note left at the scene, Damoine A. Wilcoxson claimed responsibility for the incident and announced a war on white people.",1,1,1,5,"Firearms",0,0,-9,-9
2016,11,3,217,"United States",1,"North America","Utah",1,1,1,0,1,0,8,"Unarmed Assault",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","White supremacists/nationalists","Mark Olic Porter, an unaffiliated individual, claimed responsibility for the incident and yelled racial slurs prior to attacking Mike Waldvogel. Porter was charged with a federal hate crime.",1,1,1,9,"Melee",0,1,-9,-9
2016,11,8,217,"United States",1,"North America","Iowa",1,1,1,0,1,0,7,"Facility/Infrastructure Attack",1,"Business",12,"Construction","Environmentalists","An unaffiliated individual, identified as Jessica Reznicek, claimed responsibility for the incident and stated We are speaking publicly to empower others to act boldly, with purity of heart, to dismantle the infrastructures which deny us our rights to water, land and liberty.",1,2,1,8,"Incendiary",0,0,-9,-9
2016,11,24,14,"Australia",12,"Australasia & Oceania","Victoria",1,1,1,0,1,0,7,"Facility/Infrastructure Attack",15,"Religious Figures/Institutions",87,"Affiliated Institution","Jihadi-inspired extremists",,1,2,0,8,"Incendiary",0,0,-9,-9
2016,11,25,44,"China",4,"East Asia","Shaanxi",1,1,1,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Unknown","An unaffiliated individual, identified as Lei Mingyue, claimed responsibility for the incident and stated that the attack was carried out as revenge on society following his arrest for stealing.",1,1,1,9,"Melee",0,9,-9,-9
2016,11,26,75,"Germany",8,"Western Europe","Rhineland-Palatinate",1,1,1,0,0,0,3,"Bombing/Explosion",14,"Private Citizens & Property",74,"Marketplace/Plaza/Square","Jihadi-inspired extremists","The specific motive is unknown; however, sources suspected that the assailant, an unnamed 12 year old boy, was inspired by the Islamic State of Iraq and the Levant (ISIL).",1,1,0,6,"Explosives",0,0,-9,-9
2016,11,28,217,"United States",1,"North America","Ohio",1,1,1,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",70,"Student","Jihadi-inspired extremists","An unaffiliated individual, identified as Abdul Razak Ali Artan, claimed responsibility for the incident and wrote on his Facebook page prior to the attack, If you want us Muslims to stop carrying lone wolf attacks, then make peace with the Islamic State group. Sources also noted that Artan indicated that he felt uncomfortable when praying at Ohio State University.",1,1,1,9,"Melee",1,11,-9,-9
2016,11,30,42,"Chad",11,"Sub-Saharan Africa","N'Djamena",1,1,1,0,0,0,2,"Armed Assault",7,"Government (Diplomatic)",46,"Embassy/Consulate","Jihadi-inspired extremists","An unidentified unaffiliated individual claimed responsibility for the incident and pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",1,1,1,5,"Firearms",0,0,-9,-9
2016,12,1,184,"South Korea",4,"East Asia","Gyeongsangbuk-do",1,1,1,0,1,0,7,"Facility/Infrastructure Attack",14,"Private Citizens & Property",80,"Memorial/Cemetery/Monument","Anti-Park extremists","An unaffiliated individual, identified as Baek, claimed responsibility for the incident and stated in a note left at the scene that Park Geun-hye must kill herself, before disgracing her father.",1,1,1,8,"Incendiary",0,0,-9,-9
2016,12,4,217,"United States",1,"North America","District of Columbia",1,1,1,0,0,0,2,"Armed Assault",1,"Business",2,"Restaurant/Bar/Café","Conspiracy theory extremists","An unaffiliated individual, identified as Edgar M. Welch, claimed responsibility for the incident and stated that he targeted Comet Ping Pong restaurant because he wanted to look into an inaccurate Internet article, which stated that human trafficking of children was occurring at the restaurant.",1,1,1,5,"Firearms",0,0,-9,-9
2016,12,5,75,"Germany",8,"Western Europe","Rhineland-Palatinate",1,1,1,0,0,0,3,"Bombing/Explosion",14,"Private Citizens & Property",74,"Marketplace/Plaza/Square","Jihadi-inspired extremists","The specific motive is unknown; however, sources suspected that the assailant, an unnamed 12 year old boy, was inspired by the Islamic State of Iraq and the Levant (ISIL).",1,1,0,6,"Explosives",0,0,-9,-9
2016,12,11,14,"Australia",12,"Australasia & Oceania","Victoria",1,1,1,0,1,0,7,"Facility/Infrastructure Attack",15,"Religious Figures/Institutions",87,"Affiliated Institution","Jihadi-inspired extremists","Jihadi-Inspired extremists claimed responsibility for the incident and stated that Sunnis were the only Muslims. Sources also noted that the assailants carried out the attack in order to intimidate members of the Shia Muslim community and that the words Islamic State were spray-painted on the building.",1,3,1,8,"Incendiary",0,0,-9,-9
2016,12,12,603,"United Kingdom",8,"Western Europe","England",1,1,1,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",69,"Religion Identified","Anti-Muslim extremists","An unaffiliated individual, identified as Adrian Brown, claimed responsibility for the incident and stated Who is a Muslim? I want to kill a Muslim.",1,1,1,9,"Melee",0,1,-9,-9
2016,12,15,217,"United States",1,"North America","Texas",1,1,1,0,0,0,1,"Assassination",10,"Journalists & Media",53,"Newspaper Journalist/Staff/Facility","Anti-Semitic extremists","The specific motive is unknown; however, sources noted that John Rayne Rivello was prejudice against members of the Jewish community. Sources also suspected that Kurt Eichenwald may have been targeted for his critical comments of President Trump.",1,1,0,12,"Other",0,1,-9,-9
2016,12,19,75,"Germany",8,"Western Europe","Berlin",1,1,1,1,1,0,8,"Unarmed Assault",14,"Private Citizens & Property",74,"Marketplace/Plaza/Square","Jihadi-inspired extremists","An unaffiliated individual, identified as Anis Amri, claimed responsibility for the incident and pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",1,1,1,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",12,48,-9,-9
2016,12,19,75,"Germany",8,"Western Europe","Berlin",1,1,1,1,1,0,4,"Hijacking",14,"Private Citizens & Property",77,"Laborer (General)/Occupation Identified","Jihadi-inspired extremists","An unaffiliated individual, identified as Anis Amri, claimed responsibility for the incident and pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",1,1,1,5,"Firearms",1,0,-9,-9
2016,12,23,98,"Italy",8,"Western Europe","Lombardy",1,1,1,0,1,0,2,"Armed Assault",3,"Police",25,"Police Security Forces/Officers","Jihadi-inspired extremists","An unaffiliated individual, identified as Anis Amri, claimed responsibility for the incident and pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",1,1,1,5,"Firearms",1,1,-9,-9
